Word	Year	Frequency	Overall Rank
chip	2012	1	446
chromosomal	2012	1	608
chromosome	2012	1	50
chronic	2012	1	392
ci	2012	1	1274
class	2012	1	369
cleft	2012	1	277
clinical	2012	1	145
clustered	2012	1	1072
clustering	2012	1	206
cnv	2012	1	523
colon	2012	1	523
combining	2012	1	242
computationally	2012	1	1274
concentration	2012	1	719
conditional	2012	1	256
conditioning	2012	1	1562
confounding	2012	1	608
consideration	2012	1	808
consistent	2012	1	1274
containing	2012	1	1562
context	2012	1	566
controlling	2012	1	719
correcting	2012	1	523
count	2012	1	566
course	2012	1	1072
coverage	2012	1	719
criterion	2012	1	1274
crohn	2012	1	920
cryptic	2012	1	808
curse	2012	1	1072
cvd	2012	1	1274
damage	2012	1	1274
decision	2012	1	920
decomposition	2012	1	719
deep	2012	1	446
dense	2012	1	719
detected	2012	1	920
development	2012	1	183
developmental	2012	1	920
difference	2012	1	256
different	2012	1	159
differential	2012	1	345
dimensionality	2012	1	300
discovering	2012	1	1072
disorder	2012	1	96
due	2012	1	719
early	2012	1	345
effective	2012	1	808
eight	2012	1	1562
electronic	2012	1	392
emerge	2012	1	808
endophenotype	2012	1	1562
epidemiology	2012	1	231
epistatic	2012	1	369
eqtls	2012	1	1562
equivalent	2012	1	1562
error	2012	1	134
established	2012	1	1072
estimated	2012	1	920
estrogen	2012	1	920
ethnic	2012	1	369
ethnicity	2012	1	1072
european	2012	1	326
event	2012	1	392
excess	2012	1	719
expert	2012	1	1562
explained	2012	1	1072
exploratory	2012	1	1562
exploring	2012	1	267
external	2012	1	566
facial	2012	1	808
fhs	2012	1	920
field	2012	1	1072
finding	2012	1	608
flexible	2012	1	608
followup	2012	1	566
genebyenvironment	2012	1	920
genomics	2012	1	652
genotypebased	2012	1	1562
glycemic	2012	1	808
graph	2012	1	1274
graphical	2012	1	523
gxe	2012	1	652
haplotype	2012	1	25
hazard	2012	1	1562
hdl	2012	1	481
hepatocellular	2012	1	1274
hierarchical	2012	1	206
highly	2012	1	523
histologic	2012	1	1562
history	2012	1	242
homocysteine	2012	1	1274
homogeneity	2012	1	1562
hotspot	2012	1	1072
hypertensive	2012	1	920
hypothesis	2012	1	608
ibd	2012	1	446
identity	2012	1	523
identitybydescent	2012	1	1274
immunity	2012	1	1072
implication	2012	1	314
improve	2012	1	345
improves	2012	1	481
imputed	2012	1	446
indian	2012	1	608
infection	2012	1	224
inference	2012	1	171
inflammation	2012	1	808
influencing	2012	1	300
inheritance	2012	1	418
innate	2012	1	1274
instability	2012	1	1562
integration	2012	1	213
intermediate	2012	1	808
international	2012	1	808
jackson	2012	1	1274
key	2012	1	1274
knowledge	2012	1	481
known	2012	1	446
late	2012	1	566
latino	2012	1	1274
lead	2012	1	1274
learning	2012	1	159
least	2012	1	808
leiden	2012	1	1562
liability	2012	1	652
lifestyle	2012	1	1072
likelihood	2012	1	165
lipid	2012	1	369
lipoprotein	2012	1	566
longevity	2012	1	481
louisiana	2012	1	1072
low	2012	1	242
lowdensity	2012	1	1562
lower	2012	1	1072
machine	2012	1	242
massive	2012	1	1562
matching	2012	1	920
mcmc	2012	1	719
mediating	2012	1	1562
mediator	2012	1	719
medical	2012	1	608
melanomaprone	2012	1	1072
men	2012	1	326
meta	2012	1	159
methodology	2012	1	1072
methylated	2012	1	1562
microarray	2012	1	566
mining	2012	1	523
misclassification	2012	1	1274
missing	2012	1	151
mitochondrial	2012	1	345
modelbased	2012	1	652
modification	2012	1	719
modify	2012	1	1562
multigenerational	2012	1	1274
multimarker	2012	1	608
natural	2012	1	808
negative	2012	1	920
neoplasia	2012	1	1072
neuropsychiatric	2012	1	1274
ng	2012	1	1274
nhlbi	2012	1	608
noise	2012	1	1562
nonparametric	2012	1	300
nonrandom	2012	1	920
normal	2012	1	719
northern	2012	1	1562
nucleotide	2012	1	326
obstructive	2012	1	1072
oral	2012	1	392
orthogonal	2012	1	1072
outcome	2012	1	177
ovarian	2012	1	392
parental	2012	1	392
parentoforigin	2012	1	446
partial	2012	1	808
pathwaybased	2012	1	719
patient	2012	1	102
pattern	2012	1	206
penalized	2012	1	392
perform	2012	1	1072
pharmacogenetic	2012	1	1072
phenotypic	2012	1	418
pipeline	2012	1	719
plasma	2012	1	213
pleiotropic	2012	1	300
polygene	2012	1	1562
populationbased	2012	1	231
positive	2012	1	446
potential	2012	1	314
practical	2012	1	920
preliminary	2012	1	808
pressure	2012	1	159
prioritize	2012	1	920
probability	2012	1	418
problem	2012	1	523
project	2012	1	369
promoter	2012	1	566
proteinprotein	2012	1	1274
provides	2012	1	608
pulmonary	2012	1	345
race	2012	1	1562
randomized	2012	1	1072
range	2012	1	1072
rate	2012	1	195
recent	2012	1	808
recombination	2012	1	566
reconstruction	2012	1	920
record	2012	1	392
refining	2012	1	1562
replication	2012	1	213
requirement	2012	1	1274
research	2012	1	446
residual	2012	1	808
response	2012	1	177
robust	2012	1	165
sampling	2012	1	242
scale	2012	1	231
score	2012	1	20
search	2012	1	224
second	2012	1	1274
secondary	2012	1	446
select	2012	1	920
selecting	2012	1	920
sequencebased	2012	1	1072
sexspecific	2012	1	446
similarity	2012	1	392
simulation	2012	1	171
single	2012	1	195
singular	2012	1	1072
software	2012	1	242
solution	2012	1	1274
somatic	2012	1	1562
source	2012	1	719
southern	2012	1	1562
spurious	2012	1	1274
square	2012	1	808
stochastic	2012	1	566
story	2012	1	1562
subset	2012	1	392
survival	2012	1	159
synopsis	2012	1	1562
system	2012	1	345
technique	2012	1	808
technology	2012	1	1274
three	2012	1	481
time	2012	1	206
timetoevent	2012	1	608
tion	2012	1	1562
tissue	2012	1	369
transcriptome	2012	1	369
tree	2012	1	446
tumor	2012	1	523
twin	2012	1	392
two	2012	1	108
twophase	2012	1	920
twostage	2012	1	326
twostep	2012	1	1562
uncertainty	2012	1	719
unified	2012	1	608
unraveling	2012	1	1562
useful	2012	1	1274
utilizing	2012	1	1072
value	2012	1	300
vector	2012	1	1562
ventricular	2012	1	719
versus	2012	1	418
viral	2012	1	1562
visualization	2012	1	608
visualizing	2012	1	1072
vitamin	2012	1	652
vte	2012	1	1072
well	2012	1	1562
winner	2012	1	1274
without	2012	1	481
world	2012	1	1274
xchromosome	2012	1	808
association	2013	44	1
genomewide	2013	19	7
population	2013	13	10
rare	2013	13	15
sequencing	2013	12	27
cancer	2013	10	4
effect	2013	10	8
interaction	2013	10	5
trait	2013	10	6
variant	2013	9	12
control	2013	8	66
family	2013	8	9
gwas	2013	8	30
model	2013	8	22
test	2013	8	11
case	2013	7	90
imputation	2013	7	83
prediction	2013	7	43
regression	2013	7	31
risk	2013	7	2
locus	2013	6	13
phenotype	2013	6	18
sample	2013	6	34
african	2013	5	99
american	2013	5	111
individual	2013	5	96
large	2013	5	81
metaanalysis	2013	5	75
methylation	2013	5	90
multiple	2013	5	19
random	2013	5	139
related	2013	5	64
selection	2013	5	49
sequence	2013	5	96
application	2013	4	24
bayesian	2013	4	47
casecontrol	2013	4	36
complex	2013	4	17
detection	2013	4	59
disease	2013	4	48
evaluation	2013	4	114
exome	2013	4	121
factor	2013	4	35
geneenvironment	2013	4	40
heart	2013	4	71
missing	2013	4	151
pedigree	2013	4	36
prostate	2013	4	69
robust	2013	4	165
statistic	2013	4	59
statistical	2013	4	77
type	2013	4	33
variation	2013	4	40
accounting	2013	3	267
analysis	2013	3	45
ancestry	2013	3	111
breast	2013	3	38
caseparent	2013	3	314
cohort	2013	3	93
common	2013	3	83
comparing	2013	3	418
component	2013	3	99
correlated	2013	3	300
design	2013	3	59
differential	2013	3	345
estimation	2013	3	64
etworks	2013	3	1562
expression	2013	3	59
functional	2013	3	126
g	2013	3	1562
genegene	2013	3	88
generation	2013	3	231
genotype	2013	3	22
heritability	2013	3	99
hierarchical	2013	3	206
identification	2013	3	93
largescale	2013	3	256
linkage	2013	3	3
longitudinal	2013	3	93
mendelian	2013	3	40
mixed	2013	3	171
modeling	2013	3	79
pathway	2013	3	85
pathwaybased	2013	3	719
polygenic	2013	3	43
power	2013	3	25
principal	2013	3	345
region	2013	3	73
score	2013	3	20
set	2013	3	128
sharing	2013	3	199
significance	2013	3	314
weighted	2013	3	300
whole	2013	3	69
xinactivation	2013	3	1274
admixed	2013	2	287
admixture	2013	2	231
affected	2013	2	114
allele	2013	2	119
approach	2013	2	108
binary	2013	2	224
blood	2013	2	105
building	2013	2	920
calling	2013	2	369
causal	2013	2	85
challenge	2013	2	314
classification	2013	2	369
clinical	2013	2	145
comparison	2013	2	21
computationally	2013	2	1274
correction	2013	2	314
covariates	2013	2	256
detect	2013	2	81
detecting	2013	2	54
diabetes	2013	2	42
different	2013	2	159
disequilibrium	2013	2	77
distribution	2013	2	242
efficient	2013	2	134
enrichment	2013	2	608
error	2013	2	134
estimate	2013	2	128
exact	2013	2	608
example	2013	2	608
exploring	2013	2	267
filtering	2013	2	1274
followup	2013	2	566
forest	2013	2	177
framework	2013	2	117
haplotype	2013	2	25
heterogeneity	2013	2	54
human	2013	2	45
identify	2013	2	81
identifying	2013	2	88
impact	2013	2	142
importance	2013	2	652
improved	2013	2	213
infection	2013	2	224
influence	2013	2	159
information	2013	2	108
integrative	2013	2	345
level	2013	2	52
leveraging	2013	2	206
linear	2013	2	224
marker	2013	2	54
men	2013	2	326
ovarian	2013	2	392
penalized	2013	2	392
performance	2013	2	267
plasma	2013	2	213
polymorphism	2013	2	28
powerful	2013	2	177
pressure	2013	2	159
probability	2013	2	418
project	2013	2	369
quantile	2013	2	1072
randomization	2013	2	59
rarevariant	2013	2	920
recurrent	2013	2	719
sampling	2013	2	242
smoking	2013	2	126
strategy	2013	2	111
structure	2013	2	103
susceptibility	2013	2	32
system	2013	2	345
systematic	2013	2	392
time	2013	2	206
tissue	2013	2	369
traitdependent	2013	2	1274
trio	2013	2	202
two	2013	2	108
variable	2013	2	137
virus	2013	2	481
without	2013	2	481
15q21	2013	1	1562
8q24	2013	1	808
account	2013	1	523
acid	2013	1	369
adaptive	2013	1	345
additive	2013	1	808
affect	2013	1	1274
affecting	2013	1	1562
age	2013	1	88
aggressive	2013	1	920
algorithm	2013	1	137
ally	2013	1	1274
alternative	2013	1	287
alzheimers	2013	1	151
annotation	2013	1	446
aortic	2013	1	1562
applied	2013	1	345
area	2013	1	808
ass	2013	1	418
assessing	2013	1	267
associate	2013	1	1274
atherosclerosis	2013	1	719
autism	2013	1	267
bayes	2013	1	481
biobanks	2013	1	446
bioinformatics	2013	1	808
biological	2013	1	314
brazilian	2013	1	1072
burden	2013	1	566
canadian	2013	1	1274
candidate	2013	1	69
carotid	2013	1	719
cause	2013	1	566
cell	2013	1	189
cellular	2013	1	1562
characterization	2013	1	446
chip	2013	1	446
choice	2013	1	719
chromosome	2013	1	50
classical	2013	1	1274
classifying	2013	1	1274
cleft	2013	1	277
clustering	2013	1	206
coding	2013	1	566
collapsing	2013	1	1072
combined	2013	1	189
combining	2013	1	242
compared	2013	1	1072
computational	2013	1	719
conditional	2013	1	256
congenital	2013	1	566
consanguineous	2013	1	1562
continuous	2013	1	566
contribution	2013	1	267
controlling	2013	1	719
copd	2013	1	1274
copy	2013	1	119
correlation	2013	1	142
cpg	2013	1	1072
critical	2013	1	719
cutaneous	2013	1	1562
density	2013	1	267
depth	2013	1	1072
detects	2013	1	1562
difference	2013	1	256
dimension	2013	1	920
discovery	2013	1	165
discrete	2013	1	1274
disorder	2013	1	96
diversity	2013	1	1072
downstream	2013	1	1562
drug	2013	1	392
effective	2013	1	808
eight	2013	1	1562
emerge	2013	1	808
empirical	2013	1	392
ensemble	2013	1	719
environmental	2013	1	206
epidemiology	2013	1	231
epigenetic	2013	1	287
epigenomewide	2013	1	920
epistasis	2013	1	151
eqtls	2013	1	1562
equilibrium	2013	1	566
established	2013	1	1072
estimating	2013	1	134
etiology	2013	1	418
european	2013	1	326
event	2013	1	392
evidence	2013	1	66
evolution	2013	1	1562
exon	2013	1	1274
experience	2013	1	920
exploiting	2013	1	1072
exploratory	2013	1	1562
exposure	2013	1	177
extended	2013	1	213
extension	2013	1	418
false	2013	1	481
familial	2013	1	59
familybased	2013	1	114
fast	2013	1	206
fat	2013	1	808
field	2013	1	1072
filter	2013	1	719
finemapping	2013	1	392
first	2013	1	652
five	2013	1	1072
founder	2013	1	608
framingham	2013	1	300
french	2013	1	256
function	2013	1	131
gene	2013	1	14
generalized	2013	1	195
geneset	2013	1	1274
genomic	2013	1	73
genotyping	2013	1	206
germline	2013	1	300
group	2013	1	314
guide	2013	1	1274
gxe	2013	1	652
haplotypeenvironment	2013	1	1562
hapmap	2013	1	719
hardyweinberg	2013	1	523
high	2013	1	199
hiv	2013	1	1274
hla	2013	1	256
host	2013	1	1072
identifies	2013	1	50
immune	2013	1	566
implementation	2013	1	808
implication	2013	1	314
important	2013	1	1274
incomplete	2013	1	1072
increased	2013	1	566
inference	2013	1	171
inferring	2013	1	652
influenza	2013	1	1562
informative	2013	1	481
inhibitor	2013	1	1562
integrate	2013	1	1072
integrating	2013	1	189
integration	2013	1	213
investigating	2013	1	277
iron	2013	1	1072
ischemic	2013	1	1562
isolated	2013	1	345
kernel	2013	1	369
kinship	2013	1	920
knowledge	2013	1	481
known	2013	1	446
lasso	2013	1	566
learning	2013	1	159
line	2013	1	1562
link	2013	1	652
linked	2013	1	218
lipid	2013	1	369
local	2013	1	369
logistic	2013	1	189
low	2013	1	242
lung	2013	1	59
machine	2013	1	242
mass	2013	1	224
matched	2013	1	920
matching	2013	1	920
matrix	2013	1	808
matter	2013	1	652
may	2013	1	652
measurement	2013	1	392
mediation	2013	1	345
megaanalysis	2013	1	1562
melanoma	2013	1	242
microbiome	2013	1	300
microsatellite	2013	1	1562
missingness	2013	1	920
modified	2013	1	808
modifier	2013	1	326
multiethnic	2013	1	418
multinomial	2013	1	1274
multiplex	2013	1	418
multiplicative	2013	1	1274
multipoint	2013	1	242
multivariate	2013	1	123
mutation	2013	1	121
myopia	2013	1	446
network	2013	1	99
new	2013	1	75
next	2013	1	326
nextgeneration	2013	1	808
nonparametric	2013	1	300
nuclear	2013	1	345
number	2013	1	103
omics	2013	1	224
onset	2013	1	123
opportunity	2013	1	1274
optimal	2013	1	345
optimize	2013	1	1274
oral	2013	1	392
orthogonal	2013	1	1072
outcome	2013	1	177
pakistani	2013	1	1562
pattern	2013	1	206
permutation	2013	1	608
phenomewide	2013	1	652
phenotypic	2013	1	418
phewas	2013	1	808
pleiotropy	2013	1	287
pooled	2013	1	608
populationbased	2013	1	231
practice	2013	1	1072
predict	2013	1	652
predisposing	2013	1	920
predisposition	2013	1	566
prevention	2013	1	1274
prioritize	2013	1	920
procedure	2013	1	418
process	2013	1	920
profile	2013	1	326
prognosis	2013	1	719
progression	2013	1	652
propensity	2013	1	719
proportion	2013	1	652
public	2013	1	1562
pvalues	2013	1	608
qualitative	2013	1	719
quality	2013	1	300
quantifying	2013	1	719
real	2013	1	1072
reconstructing	2013	1	1562
registry	2013	1	719
regressionbased	2013	1	652
regularized	2013	1	808
relatedness	2013	1	345
relationship	2013	1	151
relative	2013	1	189
repeated	2013	1	608
replication	2013	1	213
resolving	2013	1	1274
reveals	2013	1	131
rule	2013	1	1562
scale	2013	1	231
scan	2013	1	59
scenario	2013	1	1562
secondary	2013	1	446
sequencebased	2013	1	1072
sequenced	2013	1	1562
severity	2013	1	523
shrinkage	2013	1	719
sibpairs	2013	1	1072
signal	2013	1	218
signature	2013	1	481
simple	2013	1	481
simulated	2013	1	652
simulation	2013	1	171
single	2013	1	195
site	2013	1	608
social	2013	1	1072
software	2013	1	242
source	2013	1	719
splicing	2013	1	1562
state	2013	1	608
stochastic	2013	1	566
story	2013	1	1562
stratification	2013	1	151
strong	2013	1	369
summary	2013	1	142
survey	2013	1	1274
syndrome	2013	1	131
systolic	2013	1	1274
three	2013	1	481
threshold	2013	1	652
timetoevent	2013	1	608
tissuespecific	2013	1	808
transmission	2013	1	231
treatment	2013	1	242
tree	2013	1	446
twin	2013	1	392
typed	2013	1	1274
underlying	2013	1	300
unified	2013	1	608
united	2013	1	920
unrelated	2013	1	566
uric	2013	1	920
use	2013	1	177
utilizing	2013	1	1072
valve	2013	1	1562
via	2013	1	165
way	2013	1	808
web	2013	1	1562
wes	2013	1	1562
wgs	2013	1	1274
woman	2013	1	189
xchromosome	2013	1	808
association	2014	50	1
variant	2014	25	12
risk	2014	21	2
effect	2014	18	8
interaction	2014	17	5
population	2014	17	10
rare	2014	17	15
cancer	2014	16	4
sequencing	2014	13	27
complex	2014	12	17
gene	2014	12	14
meta	2014	12	159
trait	2014	12	6
snp	2014	11	16
exome	2014	10	121
family	2014	10	9
application	2014	9	24
case	2014	9	90
genotype	2014	9	22
test	2014	9	11
gwas	2014	8	30
locus	2014	8	13
model	2014	8	22
whole	2014	8	69
control	2014	7	66
identification	2014	7	93
large	2014	7	81
mapping	2014	7	29
modeling	2014	7	79
multiple	2014	7	19
patient	2014	7	102
phenotype	2014	7	18
sequence	2014	7	96
breast	2014	6	38
common	2014	6	83
detecting	2014	6	54
detection	2014	6	59
environment	2014	6	139
forest	2014	6	177
haplotype	2014	6	25
human	2014	6	45
linkage	2014	6	3
low	2014	6	242
lung	2014	6	59
prediction	2014	6	43
related	2014	6	64
smoking	2014	6	126
age	2014	5	88
analysis	2014	5	45
causal	2014	5	85
clinical	2014	5	145
disease	2014	5	48
estimate	2014	5	128
evaluation	2014	5	114
exposure	2014	5	177
function	2014	5	131
functional	2014	5	126
generalized	2014	5	195
genomic	2014	5	73
health	2014	5	183
imputation	2014	5	83
integration	2014	5	213
methylation	2014	5	90
network	2014	5	99
obesity	2014	5	165
omics	2014	5	224
parent	2014	5	418
pathway	2014	5	85
pedigree	2014	5	36
power	2014	5	25
random	2014	5	139
regression	2014	5	31
reveals	2014	5	131
shared	2014	5	177
specific	2014	5	256
susceptibility	2014	5	32
variation	2014	5	40
array	2014	4	345
autism	2014	4	267
bayesian	2014	4	47
biomarkers	2014	4	277
blood	2014	4	105
chromosome	2014	4	50
combining	2014	4	242
comparison	2014	4	21
consortium	2014	4	242
design	2014	4	59
disorder	2014	4	96
epigenome	2014	4	652
fine	2014	4	314
identifies	2014	4	50
longitudinal	2014	4	93
mendelian	2014	4	40
mutation	2014	4	121
origin	2014	4	566
pressure	2014	4	159
region	2014	4	73
response	2014	4	177
robust	2014	4	165
sample	2014	4	34
scale	2014	4	231
statistic	2014	4	59
structure	2014	4	103
survival	2014	4	159
treatment	2014	4	242
type	2014	4	33
variable	2014	4	137
american	2014	3	111
among	2014	3	159
architecture	2014	3	199
biobank	2014	3	119
candidate	2014	3	69
cell	2014	3	189
chinese	2014	3	481
chip	2014	3	446
cleft	2014	3	277
cluster	2014	3	326
coding	2014	3	566
cohort	2014	3	93
combined	2014	3	189
component	2014	3	99
copy	2014	3	119
count	2014	3	566
cross	2014	3	652
dependent	2014	3	808
development	2014	3	183
diabetes	2014	3	42
event	2014	3	392
evidence	2014	3	66
factor	2014	3	35
fetal	2014	3	369
general	2014	3	256
heart	2014	3	71
heritability	2014	3	99
hierarchical	2014	3	206
high	2014	3	199
hot	2014	3	1562
identify	2014	3	81
index	2014	3	195
induced	2014	3	920
inference	2014	3	171
insight	2014	3	392
investigation	2014	3	300
joint	2014	3	105
leveraging	2014	3	206
linear	2014	3	224
lipid	2014	3	369
medicine	2014	3	300
melanoma	2014	3	242
microbiome	2014	3	300
mixed	2014	3	171
next	2014	3	326
non	2014	3	446
number	2014	3	103
personalized	2014	3	481
polygenic	2014	3	43
polymorphism	2014	3	28
predictive	2014	3	277
predictor	2014	3	566
replication	2014	3	213
schizophrenia	2014	3	231
score	2014	3	20
selection	2014	3	49
statistical	2014	3	77
time	2014	3	206
tool	2014	3	171
use	2014	3	177
variance	2014	3	151
versus	2014	3	418
acid	2014	2	369
across	2014	2	183
african	2014	2	99
aging	2014	2	392
algorithm	2014	2	137
allele	2014	2	119
amd	2014	2	1562
ancestry	2014	2	111
anthropometric	2014	2	808
antidepressant	2014	2	1274
apolipoprotein	2014	2	1274
body	2014	2	218
burden	2014	2	566
calling	2014	2	369
causing	2014	2	1274
choosing	2014	2	1274
colorectal	2014	2	126
correlation	2014	2	142
defect	2014	2	652
detect	2014	2	81
difference	2014	2	256
drug	2014	2	392
early	2014	2	345
encoding	2014	2	1274
epidemiological	2014	2	808
epistasis	2014	2	151
estimating	2014	2	134
ethnic	2014	2	369
etiology	2014	2	418
explained	2014	2	1072
explaining	2014	2	920
explore	2014	2	1274
expression	2014	2	59
extended	2014	2	213
familial	2014	2	59
fast	2014	2	206
framework	2014	2	117
frequency	2014	2	199
generation	2014	2	231
german	2014	2	920
giant	2014	2	808
han	2014	2	1562
healthy	2014	2	418
heterogeneity	2014	2	54
highly	2014	2	523
identified	2014	2	369
identifying	2014	2	88
infant	2014	2	920
influence	2014	2	159
integrating	2014	2	189
integrative	2014	2	345
latent	2014	2	287
linked	2014	2	218
logistic	2014	2	189
longevity	2014	2	481
mass	2014	2	224
maternal	2014	2	242
matter	2014	2	652
may	2014	2	652
metabolic	2014	2	151
one	2014	2	369
outcome	2014	2	177
package	2014	2	566
pair	2014	2	151
palate	2014	2	1274
pattern	2014	2	206
perinatal	2014	2	1562
pharmacogenomics	2014	2	1072
phenome	2014	2	566
predicting	2014	2	256
presence	2014	2	114
primary	2014	2	481
principal	2014	2	345
probability	2014	2	418
profile	2014	2	326
prognosis	2014	2	719
provides	2014	2	608
pulmonary	2014	2	345
randomisation	2014	2	566
recessive	2014	2	608
regional	2014	2	608
regulatory	2014	2	608
relation	2014	2	326
renal	2014	2	1072
research	2014	2	446
search	2014	2	224
secondary	2014	2	446
sex	2014	2	369
similarity	2014	2	392
size	2014	2	145
south	2014	2	523
stratification	2014	2	151
subset	2014	2	392
substructure	2014	2	719
summary	2014	2	142
syndrome	2014	2	131
targeted	2014	2	392
trans	2014	2	608
trial	2014	2	719
trio	2014	2	202
twin	2014	2	392
two	2014	2	108
underlying	2014	2	300
within	2014	2	277
young	2014	2	481
450k	2014	1	1562
8q24	2014	1	808
accuracy	2014	1	345
acetylcholine	2014	1	1562
acute	2014	1	1072
additive	2014	1	808
adiposity	2014	1	418
admixture	2014	1	231
aetiology	2014	1	1274
affected	2014	1	114
affecting	2014	1	1562
alcohol	2014	1	345
allelic	2014	1	326
allowing	2014	1	920
alzheimers	2014	1	151
applied	2014	1	345
approach	2014	1	108
appropriate	2014	1	1562
aric	2014	1	920
artificial	2014	1	1072
assessing	2014	1	267
asthma	2014	1	151
atherosclerosis	2014	1	719
autosomal	2014	1	1274
base	2014	1	1274
basis	2014	1	920
batch	2014	1	1274
bayes	2014	1	481
behavior	2014	1	566
best	2014	1	1072
beta	2014	1	1274
beyond	2014	1	808
biallelic	2014	1	1562
biliary	2014	1	1274
binomial	2014	1	1072
biologically	2014	1	1562
birth	2014	1	277
block	2014	1	808
bmi	2014	1	345
bp	2014	1	1562
cad	2014	1	1562
calculation	2014	1	446
cardio	2014	1	1274
cardiovascular	2014	1	256
carlo	2014	1	920
cataract	2014	1	1562
challenge	2014	1	314
characteristic	2014	1	808
child	2014	1	418
childhood	2014	1	481
choice	2014	1	719
chronic	2014	1	392
ci	2014	1	1274
clustered	2014	1	1072
clustering	2014	1	206
cnv	2014	1	523
cnvs	2014	1	920
collaborative	2014	1	920
collapsing	2014	1	1072
combination	2014	1	523
community	2014	1	719
composite	2014	1	920
comprehensive	2014	1	608
computation	2014	1	920
concentration	2014	1	719
conditional	2014	1	256
conserved	2014	1	1562
contribute	2014	1	652
controlled	2014	1	1562
coronary	2014	1	137
correcting	2014	1	523
correlated	2014	1	300
covariates	2014	1	256
cryptic	2014	1	808
custom	2014	1	1072
cystic	2014	1	446
deep	2014	1	446
defining	2014	1	920
degeneration	2014	1	920
degree	2014	1	1274
depression	2014	1	418
depth	2014	1	1072
derived	2014	1	446
detected	2014	1	920
determinant	2014	1	446
determination	2014	1	1274
diagnosis	2014	1	719
dichotomous	2014	1	1072
differential	2014	1	345
dimensional	2014	1	719
discovering	2014	1	1072
disequilibrium	2014	1	77
dissecting	2014	1	920
dissection	2014	1	608
distribution	2014	1	242
diverse	2014	1	345
dna	2014	1	71
driven	2014	1	1562
dysfunction	2014	1	1072
efficient	2014	1	134
electronic	2014	1	392
emerge	2014	1	808
empirical	2014	1	392
endometriosis	2014	1	920
endpoint	2014	1	1562
enriched	2014	1	1072
enrichment	2014	1	608
environmental	2014	1	206
epigenetic	2014	1	287
epilepsy	2014	1	719
epistatic	2014	1	369
eqtl	2014	1	481
equation	2014	1	481
estimation	2014	1	64
european	2014	1	326
excess	2014	1	719
exon	2014	1	1274
experiment	2014	1	808
failure	2014	1	1072
fatty	2014	1	608
feature	2014	1	523
fibrosis	2014	1	287
folate	2014	1	1072
founder	2014	1	608
freedom	2014	1	1274
future	2014	1	719
genealogy	2014	1	920
generalization	2014	1	1562
genetically	2014	1	523
genomewide	2014	1	7
genomics	2014	1	652
genotyping	2014	1	206
get	2014	1	1562
glaucoma	2014	1	1274
graph	2014	1	1274
group	2014	1	314
guide	2014	1	1274
gwa	2014	1	652
gxe	2014	1	652
hereditary	2014	1	481
history	2014	1	242
homocysteine	2014	1	1274
host	2014	1	1072
hotspot	2014	1	1072
hypothesis	2014	1	608
ibd	2014	1	446
ii	2014	1	920
illumina	2014	1	719
immune	2014	1	566
impairment	2014	1	1562
importance	2014	1	652
imprinting	2014	1	369
improved	2014	1	213
improvement	2014	1	808
improves	2014	1	481
inbreeding	2014	1	1274
incident	2014	1	920
increased	2014	1	566
indian	2014	1	608
individual	2014	1	96
infarction	2014	1	920
infection	2014	1	224
infer	2014	1	1274
inflammation	2014	1	808
information	2014	1	108
integrated	2014	1	418
intelligence	2014	1	1562
interactive	2014	1	1274
international	2014	1	808
interval	2014	1	808
investigate	2014	1	418
issue	2014	1	392
kernel	2014	1	369
key	2014	1	1274
kidney	2014	1	523
kinship	2014	1	920
known	2014	1	446
laboratory	2014	1	1562
landscape	2014	1	1274
language	2014	1	1072
learning	2014	1	159
left	2014	1	566
leukemia	2014	1	1072
level	2014	1	52
life	2014	1	481
likelihood	2014	1	165
limitation	2014	1	1072
link	2014	1	652
lip	2014	1	1562
liver	2014	1	481
loss	2014	1	719
lymphocytic	2014	1	1274
lymphoma	2014	1	920
machine	2014	1	242
macular	2014	1	920
major	2014	1	213
male	2014	1	1274
map	2014	1	369
marker	2014	1	54
markov	2014	1	719
matrix	2014	1	808
mcmc	2014	1	719
measure	2014	1	165
mental	2014	1	1274
metabolizing	2014	1	1274
methodological	2014	1	1562
mexican	2014	1	608
missing	2014	1	151
mitochondrial	2014	1	345
mixture	2014	1	446
mod	2014	1	1072
modelling	2014	1	277
molecular	2014	1	345
monte	2014	1	920
mortality	2014	1	481
multiplex	2014	1	418
multivariate	2014	1	123
myocardial	2014	1	808
natural	2014	1	808
negative	2014	1	920
neonatal	2014	1	1562
new	2014	1	75
nonparametric	2014	1	300
normal	2014	1	719
nsaid	2014	1	1562
nuclear	2014	1	345
obstructive	2014	1	1072
onset	2014	1	123
optimized	2014	1	1562
oral	2014	1	392
order	2014	1	523
osteoarthritis	2014	1	719
ovary	2014	1	1562
overlap	2014	1	1562
oxaliplatin	2014	1	1274
parental	2014	1	392
partially	2014	1	1274
participant	2014	1	808
penalized	2014	1	392
performance	2014	1	267
phewas	2014	1	808
plasma	2014	1	213
pleiotropy	2014	1	287
polycystic	2014	1	1562
polygene	2014	1	1562
polyp	2014	1	1274
post	2014	1	1274
potential	2014	1	314
predict	2014	1	652
predisposition	2014	1	566
premature	2014	1	1274
probands	2014	1	719
process	2014	1	920
profiling	2014	1	719
promoter	2014	1	566
proportion	2014	1	652
prostate	2014	1	69
protective	2014	1	808
protocol	2014	1	1562
pulse	2014	1	1562
